순번,금융 상품명,전처리 대출 한도,대출 한도,전처리 이자율,이자율 ,전처리 최대 상환 기간,최대 상환 기간,상환 방법,대출종류명,대상,금융회사 명,지역,전처리 된 연령 시작,전처리 된 연령 끝,연령 제한,수급자여부,전처리 소득 시작 조건,전처리 소득 끝 조건,전처리 신용점수 시작,전처리 신용점수 이하,대출 조건,신청 방법,보증료율,연락처,상품 기간
376,BNK 모바일 신용대출 플러스,3000,최소 3백만원 ~ 최대 30백만원,0,,0,,,신용대출/일반,,BNK경남은행,전국,0,99,없음,1,0,1000,0,1000,연소득 10백만원 이상의 개인(급여소득자)※ 연소득(급여소득자)은 국민건강보험공단보험료 납부확인서의 납부보험료로 추정,,,,
377,비대면 BNK 경남 사잇돌 중금리대출,2000,최소 1백만원 ~ 최대 20백만원,0,,0,,,서민대출,,BNK경남은행,전국,0,99,없음,1,1500,999999,0,1000,"서울보증보험 보험증권 발급이 가능한 개인으로서 다음에 해당하는 경우(1) 급여소득자 : 現 직장 재직기간 3개월 이상 재직중이고, 연소득 15백만원 이상인 경우(2) 사업소득자 : 사업영위기간 6개월 이상이고, 연소득 10백만원 이상인 경우",,,,
378,하나새희망홀씨Ⅱ,3000,"최고 30백만원 (연소득, 대출기간, 기대출금액 등에 따라 차등 산출)",0,,0,,,서민대출,,하나은행,전국,0,99,없음,1,0,4500,0,1000,"신청일 기준 1개월 이상의 근로, 사업, 연금소득자로서 연소득 35백만원 이하인 손님.(단, 신용정보회사 개인신용평점 하위 20%는 연소득 45백만원 이하인자로 함)",,,,
379,하나사잇돌중금리,2000,최대2천만원 이내(SGI보증보험㈜의 내부심사에 따라 한도차등부여),0,,0,,,서민대출,,하나은행,전국,0,99,없음,1,1500,999999,0,1000,"급여소득자 : 현직장재직기간3개월이상, 연소득 1천500만원 이상 사업소득자 : 현 사업영위기간 6개월이상, 연소득 1천만원 이상연금소득자 : 연금수령 1회 이상 ,연소득 1천만원 이상",,,,
380,KJB새희망홀씨대출Ⅱ,3000,1백만원 ~ 30백만원,0,,0,,,서민대출,,광주은행,전국,0,99,없음,1,0,4500,200,700,"연소득 35백만원 이하인 고객( 단, CB사 신용등급 6~10등급 고객은 연소득 45백만원 이하인 고객도 가능)",,,,
381,JB통합신용대출,5000,"1. JB 참 좋은 대출 급여소득자 : 최대 7천만원 이내, 건별 최소 3백만원 이상 (10만원 단위) 사업소득자 : 최대 5천만원 이내, 건별 최소 3백만원 이상 (10만원 단위) - 본인명의 부동산 소유시 대출 최대한도 범위내에서 추가한도 부여 (신용등급별 차등 적용)2. JB 햇살론뱅크 동일인별 최대 2천5백만원 이내, 건별 최소 5백만원 이상 (10만원 단위) (서민금융진흥원 내부심사 기준에 따라 산출된 보증한도 이내)3. JB 햇살론15 위탁보증 : 50만원 ~ 최대 1400만원 (50만원 단위) 특례보증 : 50만원 ~ 최대 1400만원 (50만원 단위)",0,,0,,,신용대출/일반,,JB전북은행,전국,25,99,25세 이상,1,1000,4500,0,1000,"1. JB 참 좋은 대출 다음 조건을 충족하는 만25세 이상 개인(개인사업자 포함) 당행 신용등급(결합등급) JBCR1 ~ JBCR7등급인 개인 - 급여소득자 : 現 직장 재직기간 6개월 이상, 연소득 10백만원 이상인 자 - 사업소득자 : 사업 영위기간 12개월 이상, 연소득 10백만원 이상인 자 2. JB 햇살론 뱅크 다음 조건을 충족하며 서민금융진흥원 보증서 발급이 가능하고, 정책서민금융상품을 이용 후 6개월 이상 경과한 자(현재 정상이용 중인 자 또는 3년 이내 정상완제한 자) *정책서민금융상품 : 새희망홀씨, 햇살론15, 햇살론17, 햇살론youth, 안전망대출, 안전망대출Ⅱ, 바꿔드림론, 미소금융, 근로자햇살론, 사업자햇살론 - 연소득 35백만원 이하(다만, 개인신용평점 하위 20% 이하인 경우 45백만원 이하) - 급여소득자 : 現 직장 재직기간 3개월 이상 - 사업소득자 : 사업 영위기간 3개월 이상 - 연금소득자 : 연금수령 1회 이상 (4大 공적연금(국민연금, 공무원연금, 군인연금, 사학연금)에 한함) 3. JB 햇살론15 다음 조건을 충족하며 국민행복기금 보증서 발급이 가능한 자 - 연소득 35백만원 이하 (다만, 개인신용평점 하위 20% 이하인 경우 45백만원 이하) - 급여소득자 : 재직기간 3개월 이상 - 사업소득자 : 사업영위기간 3개월 이상 - 연금소득자 : 연금수령 1회 이상(공적연금)",,,,
382,JB따뜻한신용대출,0,,0,,0,,,신용대출/일반,,JB전북은행,전국,0,99,없음,1,0,999999,0,1000,,,,,
383,JB사잇돌,2000,최대2천만원 이내(SGI보증보험㈜의 내부심사에 따라 한도차등부여),0,,0,,,서민대출,,JB전북은행,전국,0,99,없음,1,1500,999999,0,1000,"급여소득자 : 현직장재직기간3개월이상, 연소득 1천500만원 이상 사업소득자 : 현 사업영위기간 6개월이상, 연소득 1천만원 이상연금소득자 : 연금수령 1회 이상 ,연소득 1천만원 이상",,,,
384,JB햇살론17,0,,0,,0,,,서민대출,,JB전북은행,전국,0,99,없음,1,0,999999,0,1000,,,,,
385,JB햇살론뱅크,0,,0,,0,,,서민대출,,JB전북은행,전국,0,99,없음,1,0,999999,0,1000,,,,,
386,SH새희망홀씨Ⅱ,3000,□ 동일인당 30백만원 이내,0,,0,,,서민대출,,수협은행,전국,0,99,없음,1,0,3500,200,700,□ 다음 각 호의 개인으로 한다. 1. 연 소득 35백만원 이하로 CB사 신용등급 10등급이상(CB 1~10등급)인 자 2. 연 소득 35백만원 초과 45백만원 이하로 CB사 신용등급 6등급이하 (CB 6~10등급)인 자,,,,
387,현대다이렉트론,5000,"●최대 5,000만원",0,,0,,,신용대출/일반,,현대캐피탈,전국,0,99,없음,1,1200,999999,0,1000,"●일반 법인 및 개인사업체 직장인●재직기간 3개월 이상●연소득 1,200만원 이상",,,,
388,BNK신용대출,10000,500만원 ~ 1억원,0,,0,,,신용대출/일반,,BNK캐피탈,전국,0,99,없음,1,0,999999,0,1000,개인 및 개인사업자,,,,
389,BNK중금리신용대출,5000,"300만원 ~ 5,000만원",0,,0,,,신용대출/일반,,BNK캐피탈,전국,0,99,없음,1,0,999999,0,1000,개인 및 개인사업자,,,,
390,BNK오토론,0,차량가격 범위 이내,0,,0,,,오토론,,BNK캐피탈,전국,0,99,없음,1,0,999999,0,1000,"개인, 개인사업자, 법인대상차종: 타인의 명의로 등록되어 있는 국산, 수입차 - 승용, 승합차, 적재용량 3.5톤미만의 화물차량",,,,
391,내일로 신용대출,20000,- 최소 200만원 ~ 최대 2억원,0,,0,,,신용대출/일반,,KB캐피탈,전국,23,99,23세 이상,1,0,999999,0,1000,"- 만 23세 이상의 내국인 (직장인, 공무원, 군인, 프리랜서 급여소득 고객)",,,,
392,신한카드 즉시대출,5000,대출금액 : 50~5000만원,0,,0,,,신용대출/일반,,신한카드,전국,23,99,23세 이상,1,0,999999,0,1000,최저연소득 : 0원(소득증빙 불필요)최소재직기간 : 0개월(재직확인불필요)대출가능 직업구분 : 모든 직업 가능대출가능연령 : 만 23세 이상4대보험가입여부 : 증빙불필요,,,,
393,다이렉트론,5000,"- 100만원 ~ 5,000만원",0,,0,,,신용대출/일반,,한국캐피탈,전국,0,99,없음,1,0,999999,0,1000,,,,,
394,한국캐피탈 오토론,0,,0,,0,,,오토론,,한국캐피탈,전국,0,99,없음,1,0,999999,0,1000,,,,,
395,비씨카드 가맹점대출,5000,"최대 5,000만원 (가맹점 매출 및 개인사업자 신용도 등 평가 산정)",0,,0,,,신용대출/일반,,비씨카드,전국,0,99,없음,1,0,999999,0,1000,BC카드 가맹점 운영중인 개인사업자※ 신청 고객에 따라 아래와 같이 세부 대상이 구분됨- 일반신용대출 : 3개월 이상 BC카드 가맹점 운영 중이며 일반신용대출 신용평가에 부합하는 개인사업자- 중신용대출 : 3년 초과 BC카드 가맹점 운영 또는 부동산 보유 중이며 중신용대출 신용평가에 부합하는 개인사업자,,,,
396,BC카드 직장인신용대출,5000,"300만원 ~5,000만원",0,,0,,,신용대출/일반,,비씨카드,전국,20,99,20세 이상,1,0,999999,0,1000,만 20세 이상의 직장인,,,,
397,개인신용대출,2000,"200~2,000만원",0,,0,,,신용대출/일반,,JB우리캐피탈,전국,0,99,없음,1,0,999999,0,1000,"주부, 직장인, 자영업자, 프리랜서",,,,
398,신협 근로자햇살론,1500,"- 600만원 ~ 1,500만원",0,,0,,,서민대출,,신용협동조합중앙회,전국,0,99,없음,1,0,999999,0,1000,,,,,
399,신협 사잇돌대출,2000,"- 100만원 ~ 2,000만원",0,,0,,,서민대출,,신용협동조합중앙회,전국,0,99,없음,1,0,999999,0,1000,,,,,
400,SBI 신용대출,20000,100만원 ~ 2억원,0,,0,,,신용대출/일반,,SBI저축은행,전국,0,99,없음,1,0,999999,0,1000,직장인 대상,,,,
401,SBI 중금리 바빌론 (대환),3000,"-. 100만원 ~ 3,000만원 (고객의 거래이력과 신용도에 따라 한도는 가중부여됨)-. 부채비율에 의해 한도가 일부 감액될 수 있음",0,,0,,,신용대출/일반,,SBI저축은행,전국,20,99,20세 이상,1,0,999999,0,1000,"-. 맞춤대출 추천시 대출가능 (단, 입력내용과 대출신청서 내용과 상이하거나 서류 미제출시 진행불가)-. 만 20세이상 직장인 (과다채무자 및 채무불이행자 불가)-. 타 기관 신용대출 이용중인 직장인 고객 (캐피탈, 저축은행, 카드론, 현금서비스)",,,,
402,SBI직장인(대환),0,,0,,0,,,신용대출/일반,,SBI저축은행,전국,0,99,없음,1,0,999999,0,1000,,,,,
403,SBI햇살론,2000,"생계자금 : 최대 2,000만원 (신용평점별 차등적용)",0,,0,,,서민대출,,SBI저축은행,전국,0,99,없음,1,0,4500,0,1000,- 근로자 (급여소득자)- 4대보험 가입/미가입자 모두 가능- 재직 3개월 이상 (급여 3회 이상 수령)- 연소득 45백만원 이내,,,,
404,SBI저축 사잇돌,0,,0,,0,,,서민대출,,SBI저축은행,전국,0,99,없음,1,0,999999,0,1000,,,,,
405,SBI햇살론(온라인),0,,0,,0,,,서민대출,,SBI저축은행,전국,0,99,없음,1,0,999999,0,1000,,,,,
406,살만한 직장인 대출,10000,최소 100만원~최대 1억원,0,,0,,,신용대출/일반,,한국투자저축은행,전국,19,99,19세 이상,1,1000,999999,350,1000,"- 만 19세 이상 직장인 및 직장인 성격의 프리랜서- NICE신용평점 350점 이상인 자- 연 소득 최소 1,000만원 이상- 재직기간 3개월 이상",,,,
407,살만한개인사업자대출,10000,최소 100만원~최대 1억원,0,,0,,,신용대출/일반,,한국투자저축은행,전국,19,99,19세 이상,1,500,999999,350,1000,- 만 19세 이상 사업자등록증을 보유한 개인사업자- NICE 신용평점 350점 이상인 자- 연 소득 최소 500만원 이상- 업력 1년 이상- 자금용도 : 운영자금 / 시설자금,,,,
408,근로자햇살론,1500,- 생계자금 : 최대 1천5백만원,0,,0,,,서민대출,,한국투자저축은행,전국,0,99,없음,1,3500,4500,0,1000,- 전 직장 포함하여 3개월 이상 직장에서 재직중인 근로자- 연소득 3천 5백만원 이하 : 개인신용평점 미적용- 연소득 3천 5백만원 초과 ~ 연소득 4천5백만원 이하 : 개인신용평점이 하위 100분의 20 이하에 해당되는 자,,,,
409,빅머니M,10000,200만원 ~ 1억원,0,,0,,,신용대출/일반,,예가람저축은행,전국,20,99,20세 이상,1,0,999999,350,1000,"만 20세 이상 소득증빙 가능한 전직군 (단, 주부는 예외심사 가능)NICE 신용평점 350점 이상",,,,
410,예스론,5000,"200만원 ~ 5,000만원",0,,0,,,신용대출/일반,,예가람저축은행,전국,20,99,20세 이상,1,0,999999,350,1000,"만 20세 이상 소득증빙 가능한 전직군 (단, 주부는 예외심사 가능) NICE 신용평점 350점 이상",,,,
411,예가람라이브T론,2000,"300만원 ~ 2,000만원",0,,0,,,신용대출/일반,,예가람저축은행,전국,20,99,20세 이상,1,0,999999,0,1000,대상 : 전 직군(주부제외)대환대상 : 전 업권 가능취급지역 : 전국취급연령 : 만 20세 이상,,,,
412,예가람햇살론,2000,"생계자금 : 최대 2천만원(3개월이상 근로자, 일용직, 임시직 포함)",0,,0,,,서민대출,,예가람저축은행,전국,0,99,없음,1,3500,4500,0,749,"연소득 3천5백만원 이하 또는 연소득 4천5백만원 이하 개인신용평점이 하위 100분의 20에 해당하는 (개인신용평가사 기준) 근로자와 자영업자- 햇살론 대상자 중 온라인으로 정보수집 및 심사가 가능하고 공동인증서를 통해 대출신청 및 약정이 가능한 고객 1. 직장건강보험 가입자로 최근 3개월 직장 건강보험료를 정상 납부한 경우 (스크래핑을 통해 3개월 이상 재직 및 소득요건이 확인이 가능한자) 2. 모바일앱을 통한 대출신청 및 공동인증서로 전자약정이 가능한 경우*단, 온라인햇살론의 경우 햇살론(생계)상품만 가입이 가능합니다.",,,,
413,예가람 사잇돌,5000,"최대 2천만원 + 추가한도(+3,000만원) / 최대 5,000만원 ※ 추가한도 : 사잇돌 승인자에 한하여 예가람저축은행 자체로 동일한도, 동일금리 신용대출 추가진행 (상품명 : 두배론S)",0,,0,,,서민대출,,예가람저축은행,전국,0,99,없음,1,0,999999,0,1000,"서울보증보험 보증서 발급이 가능한 급여,사업,연금소득자",,,,
414,예가람 햇살론(온라인),0,,0,,0,,,서민대출,,예가람저축은행,전국,0,99,없음,1,0,999999,0,1000,,,,,
415,애큐온 119Money (직장인),10000,300만원 ~ 최대 1억원,0,,0,,,신용대출/일반,,애큐온저축은행,전국,0,99,없음,1,0,999999,0,1000,직장인,,,,
416,애큐온 119Money(자영업자),2000,"300만원 ~ 최대 2,000만원",0,,0,,,신용대출/일반,,애큐온저축은행,전국,0,99,없음,1,0,999999,0,1000,자영업자,,,,
417,중금리대출 믿을론,5000,"300만원~5,000만원(개인신용평점에 따라 대출가능 한도 차등 적용)",0,,0,,,신용대출/일반,,모아저축은행,전국,19,99,19세 이상,1,0,999999,600,1000,- 소득증빙이 가능한 만 19세 고객(NICE 신용평점 600점 이상),,,,
418,햇살론,1000,100만원~1000만원(개인신용평점에 따라 대출가능 한도 차등 적용),0,,0,,,서민대출,,모아저축은행,전국,0,99,없음,1,3500,4500,0,1000,"소득증빙이 가능한 만 19세 이상 고객연소득 3.500만원 이하인 저소득자 또는 연소득 4,500만원 이하이면서 서민금융진흥원 햇살론 개인신용평점 하위 20%인 저신용자",,,,
419,파라솔 신용대출,10000,최소 200만원 ~ 최대 1억원,0,,0,,,신용대출/일반,,JT저축은행,전국,20,99,20세 이상,1,2000,999999,0,1000,"- 소득 증빙 가능 직장인(만 20세 이상)- 연소득 2,000만원 이상, 재직 3개월 이상, 4대 보험 적용",,,,
420,Kiwi 중금리대출,5000,"최저300만원 ~ 최대 5,000만원",0,,0,,,신용대출/일반,,KB저축은행,전국,20,99,20세 이상,1,1200,999999,0,1000,"재직기간 3개월 이상, 연소득 1,200만원 이상 직장인, 자영업자만20세 이상 내국인",,,,
421,KB사잇돌,0,,0,,0,,,서민대출,,KB저축은행,전국,0,99,없음,1,0,999999,0,1000,,,,,
422,KB햇살론온라인,2000,"- 생계자금 최대 2,000만원",0,,0,,,서민대출,,KB저축은행,전국,20,99,20세 이상,1,0,4500,0,749,"- 소득증빙이 가능한 만 19세 이상 내국인, 3개월 이상 계속 근로중인 근로자 - 연소득 4,500만원 이하이면서 1개사 이상의 CSS 개인신용평점이 하위 20/100인 고객 (연소득이 3,500만원 이하인 경우 신용도와 무관하게 가능)",,,,
423,새마을금고 사잇돌,2000,"최대 2,000만원 이내",0,,0,,,서민대출,,새마을금고중앙회,전국,0,99,없음,1,0,999999,0,1000,"서울보증보험(주)의 보험증권 발급이 가능한 급여소득자, 사업소득자, 연금소득자",,,,
424,개인신용대출,4000,"[희망대론E] 최저 300부터 최대 4,000까지 (주부 최대 500)[생각대론E] 최저 500부터 최대 10,000까지 (주부 최대 500)",0,,0,,,신용대출/일반,,고려저축은행,전국,20,99,20세 이상,1,0,999999,0,1000,"[희망대론E] 만 20세 이상 직장인, 자영업자, 주부, 프리랜서 등 [생각대론E] 희망대론E 승인 고객 중 우량 직장인, 주부, 프리랜서 등",,,,
425,고려햇살론(근로자),2000,최대 20백만원,0,,0,,,서민대출,,고려저축은행,전국,0,99,없음,1,0,4500,0,1000,직장인 (연소득 35백만원 이하 OR 연소득 45백만원 이하의 개인신용평점 하위 20% 인자) *근로형태 상관없음,,,,
426,고려햇살론(자영업자),2000,최대 20백만원,0,,0,,,서민대출,,고려저축은행,전국,0,99,없음,1,0,4500,0,749,"현재 3개월 이상 사업영위중으로 연간사업소득 4,500만원 이하인 자 또는 개인신용평점 하위 20%인 자",,,,
427,고려 사잇돌,2000,최대2천만원,0,,0,,,서민대출,,고려저축은행,전국,0,99,없음,1,0,999999,0,1000,"서울보증보험 보증서 발급이 가능한 급여,사업,연금소득자",,,,
428,고려햇살론(온라인),0,,0,,0,,,서민대출,,고려저축은행,전국,0,99,없음,1,0,999999,0,1000,,,,,
429,마이론 신용대출,5000,"100만원 ~ 5,000만원",0,,0,,,신용대출/일반,,BNK저축은행,전국,0,99,없음,1,0,999999,0,1000,직장인 대상 신용대출상품,,,,
430,BNK햇살론,2000,"생계자금 : 최대 2,000만원 (신용평점별 차등적용)",0,,0,,,서민대출,,BNK저축은행,전국,0,99,없음,1,0,4500,0,1000,"- 연소득 45백만원 이하- 3개월이상 재직중인 근로소득자 [종합소득세신고자(학원강사,보험설계사 등)불가능]- 전국, 제주도 가능(일부 도서산간 제외)",,,,
431,BNK사잇돌,3000,최대3천만원,0,,0,,,서민대출,,BNK저축은행,전국,0,99,없음,1,0,999999,0,1000,"서울보증보험 보증서 발급이 가능한 급여,사업,연금소득자",,,,
432,BNK 채무조정졸업자 사잇돌,1000,최대 1천만원,0,,0,,,서민대출,,BNK저축은행,전국,0,99,없음,1,0,999999,0,1000,"채무조정제도 졸업 후 3년 이내인 고객대상으로 서울보증보험 보증서 발급이 가능한 급여,사업,연금소득자",,,,
433,BNK햇살론온라인,1500,생계 15백만원,0,,0,,,서민대출,,BNK저축은행,전국,0,99,없음,1,0,4500,0,749,* 연 소득 3천5백만원 이하의 3개월 이상 재직중인 근로자 또는* 연 소득 3천5백만원 초과 연소득 4천5백만원 이하의 3개월 이상 재직중인 근로자 : 1개사 이상의 개인신용평점 하위 100분의 20 해당자,,,,
434,하나저축은행 햇살론,1500,"생계자금 : 최대 1,500만원 (신용평점별 차등적용)",0,,0,,,서민대출,,하나저축은행,전국,0,99,없음,1,0,4500,0,1000,연소득 45백만원 이하(개인신용평점이 하위 100분의 20 이하) 또는 연소득 35백만원 이하 3개월 이상 재직중인 근로자,,,,
435,하나저축사잇돌,2000,최대2천만원,0,,0,,,서민대출,,하나저축은행,전국,0,99,없음,1,0,999999,0,1000,"서울보증보험 보증서 발급이 가능한 급여,소득자",,,,
436,DB 온라인 햇살론,2000,"- 최대2,000만원",0,,0,,,서민대출,,DB저축은행,전국,20,99,20세 이상,1,0,4500,0,1000,"- 소득증빙이 가능한 만 19세 이상의 내국인- 3개월 이상 계속 근로중인 급여소득자- 연소득 4,500만원 이하 & 신용평점 하위 20% 또는 연소득 3,500만원 이하",,,,
437,페퍼스 신용대출,10000,최소 1백만원 ~ 최대 1억원까지,0,,0,,,신용대출/일반,,페퍼저축은행,전국,0,99,없음,1,0,999999,0,1000,"직장인, 공무원, 전문직 자영업자",,,,
438,페퍼스비상금대출,500,최소 1백만원 ~ 최대 5백만원까지,0,,0,,,신용대출/일반,,페퍼저축은행,전국,0,99,없음,1,0,999999,0,1000,"직장인, 공무원, 프리랜서, 전문직 자영업자, 추정소득으로 상환능력 확인 가능한 자",,,,
439,애드론신용대출,7000,"ㆍ100만원~7,000만원 * 대출한도는 당행 기준에 따라 차등적용",0,,0,,,신용대출/일반,,스마트저축은행,전국,20,99,20세 이상,1,0,999999,601,1000,ㆍ소득증빙 가능한 만19세 이상 내국인ㆍNICE 신용평점 601점 이상인 내부 심사 기준 통과자,,,,
440,애드론 대환대출,7000,"ㆍ100만원~7,000만원 * 대출한도는 당행 기준에 따라 차등적용",0,,0,,,신용대출/일반,,스마트저축은행,전국,20,99,20세 이상,1,0,999999,601,1000,ㆍ소득증빙 가능한 만19세 이상 내국인ㆍNICE 신용평점 601점 이상인 내부 심사 기준 통과자,,,,
441,스마트 햇살론,2000,"생계 : 500만원 ~ 2,000만원 이하",0,,0,,,서민대출,,스마트저축은행,전국,20,99,20세 이상,1,0,4500,0,1000,"소득증빙이 가능한 만19세 이상 고객3개월 이상 재직중인 직장인으로 저소득자, 저신용자* 저소득자 : 근로소득 연3,500만 이하* 저신용자 : 근로소득 연4,500만 이하 (개인신용평점 하위20%이하)",,,,
442,스마트사잇돌,2000,최대2천만원,0,,0,,,서민대출,,스마트저축은행,전국,0,99,없음,1,1200,999999,0,1000,"직장인 (재직5개월 이상, 연봉 1,200만원 이상)개인사업자 및 프리랜서 (소득 4개월 이상, 연소득 600만원 이상)",,,,
443,애드론 자동차 담보대출,7000,"ㆍ100만원~7,000만원 * 대출한도는 당행 기준에 따라 차등적용",0,,0,,,오토론,,스마트저축은행,전국,20,99,20세 이상,1,0,999999,351,1000,"ㆍ만19세 이상 본인명의 자동차 소유자 * 단, 차량 연식 10년 이내 / 상용차 제외ㆍNICE 신용평점 351점 이상인 내부 심사 기준 통과자",,,,
444,참신한대출,10000,· 100만원 ~ 1억원,0,,0,,,신용대출/일반,,신한저축은행,전국,20,99,20세 이상,1,2000,999999,590,1000,"소득증빙이 가능한 만 19세 이상 & NICE 신용평점 590점 이상 고객 중,현 직장 재직 5개월 이상 & 연소득 2,000만원 이상 직장인",,,,
445,신한 햇살론(직장인),2000,"- 생계자금 600 ~ 2,000만원(단, 보증서 보증금액 범위 내)",0,,0,,,서민대출,,신한저축은행,전국,0,99,없음,1,0,4500,0,749,"- 공통: 재직 3개월이상- 연소득 3천5백만원 이하- 연소득 4500만원 이하: 1개사 이상의 개인신용평가사가 산정한 개인신용평점 하위 100분의 20에 해당하는 자※ ‘22년 기준 NICE 744점, KCB 700점 이하",,,,
446,신한사잇돌(직장인),3000,"최소 300만원 ~ 최대 3,000만원(단, 보증서 보증금액 범위 내)",0,,0,,,서민대출,,신한저축은행,전국,20,99,20세 이상,1,1200,999999,0,1000,"- 급여소득자(직장인) - 대출대상 : 만 19세 이상 국내 거주 내국인으로 1) 연소득 12백만원 이상 2) 현직장 재직 5개월 이상인자, - 취급제한 : 금융기관 신용관리대상자(부도 또는 당좌거래 정지자, 한국신용정보원 『신용정보관리규약』에 의거 신용관리대상자로 등록된 자 등), 개인회생절차가 인가된 자, 신용회복지원이 확정된 자 및 파산면책결정이 된 자, 현재(당사 및 타사) 연체중이거나 연체이력 과다 등으로 시스템 거절인 경우, “서울보증보험의 보험사고자 또는 연대보증채무자로서 채무를 완제하지 아니한 자, “서울보증보험의 내부 심사기준에 따라 보험가입을 제한한 자, 기타 당 저축은행 CSS 거절사유에 해당하는 경우",,,,
447,신한 햇살론(온라인),2000,"· 2,000만원까지",0,,0,,,서민대출,,신한저축은행,전국,0,99,없음,1,0,4500,0,749,"연소득 3,500만원 이하인 저소득자 이거나 연소득 4,500만원 이하이면서 1개사 이상의 개인신용평가사가 산정한 개인신용평점 하위 100분의 20에 해당하는 자 (3개월 이상 근로자)※ ‘22년 기준 NICE 744점, KCB 700점 이하온라인햇살론 대상자 : 햇살론 직장인 대상자 중 ① 현 직장 최근 건강보험료 3개월 이상 정상 납부② 공동인증서, 본인명의 휴대폰 보유※ 온라인햇살론을 신청할 경우 기존 햇살론 대비 금리가 1.3%p 인하됩니다.",,,,
448,다올 신용대출,10000,- 1백만원~1억원,0,,0,,,신용대출/일반,,다올저축은행,전국,0,99,없음,1,0,999999,560,1000,"- 직장인, 자영업자, 주부, 프리랜서- 신용점수[NICE기준]560점이상",,,,
449,다올 사잇돌2,3000,"- 최대 30백만원이내(단, 보증금액 범위 내)",0,,0,,,서민대출,,다올저축은행,전국,0,99,없음,1,1200,999999,560,1000,- 서울보증보험(SGI) 보증서 발급이 가능한 소득 증빙이 가능한 직장인- 신용점수[NICE기준]560점이상 : 신청일 현재 5개월 이상 재직자로 연소득 1천2백만원 이상인 자,,,,
450,JT친애원더플론,10000,최대 1억원(개인신용평점에 따라 차등적용),0,,0,,,신용대출/일반,,JT친애저축은행,전국,0,99,없음,1,1800,999999,355,1000,- 소득 증빙이 가능한 만 20세 이상 직장인 - 재직기간 : 4개월 이상 - 최처 연소득 : 1800만원 이상 - KCB 신용평점 310점 초과/ NICE 신용평점 354점 초과,,,,
451,JT친애햇살론,2000,"근로자 최대 2,000만원자영업자 최대 2,000만원",0,,0,,,서민대출,,JT친애저축은행,전국,0,99,없음,1,0,4500,0,749,"연소득 3,500만원 이하이거나, 연소득 4,500만원 이하이면서 개인신용평점 하위 20/100에 해당하는 근로소득자 및 자영업자(3개월 이상 재직 및 운영)※ 단, 자영업자의 경우 서울, 충청권, 전라권 제주도만 신청 가능합니다.",,,,
452,우리금융 자산보유자론,2500,"200만원~2,500만원",0,,0,,,신용대출/일반,,우리금융저축은행,전국,0,99,없음,1,0,999999,0,1000,"직장인, 자영업자 중 신용카드사용자",,,,
453,우리금융 사잇돌,3000,"100~3,000만원 ( 서울보증보험 한도에 따라 적용)",0,,0,,,서민대출,,우리금융저축은행,전국,0,99,없음,1,1200,999999,0,1000,"직장인 : 5개월 이상 재직자/ 연소득 1,200만원 이상",,,,
454,우리금융 햇살론,2000,"생계 자금 최대 2,000만원",0,,0,,,서민대출,,우리금융저축은행,전국,0,99,없음,1,0,999999,0,1000,3개월 이상 재직 근로소득자,,,,
455,우리금융 오토론,4000,"- 최저 300만원 ~ 최대 4천만원(국산 3천만원, 수입 4천만원)",0,,0,,,오토론,,우리금융저축은행,전국,0,99,없음,1,0,999999,0,1000,"- 대상차량 : 국산차, 수입차(4톤 미만 소형화물 또는 승합, 승용 RV) ※ 2008년식 이상(10년 이내), 차량가액 3백만원 이상, 20만키로 초과차량 ※ 법인명의 취급불가- 대출 취급 특별 조건 º 차량담보대출 신청자 중 자산보유자(본인명의, 배우자명의 자가, 공동명의)일 경우 추가한도 부여",,,,
456,IBK직장인 i-빅론,10000,"100만원~10,000만원",0,,0,,,신용대출/일반,,IBK저축은행,전국,20,99,20세 이상,1,2400,999999,600,1000,"현 직장 건강보험 연속 3개월 이상 납부하는 근로자 (연소득 최소 2,400만원 이상) 당행 CSS평가 시스템에 의해 대출한도가 산출 되는 자(NICE개인신용평점 600점 이상) 소득 증빙이 가능한 만 19세 이상 고객",,,,
457,IBK직장인 I-패스트론,10000,"● 100만원~10,000만원※ 연소득 12백만원 이상 24백만원 미만 : 최저 1백만원 ~ 최대 10백만원※ 연소득 24백만원 이상 : 최저 1백만원 ~ 최대 1억원",0,,0,,,신용대출/일반,,IBK저축은행,전국,20,99,20세 이상,1,1200,999999,600,1000,"● 직장 건강보험 연속 3개월 이상 납부하는 근로자 (연소득 최소 1,200만원 이상)● 당행 CSS평가 시스템에 의해 대출한도가 산출 되는 자(NICE개인신용평점 600점 이상) ● 소득 증빙이 가능한 만 19세 이상 고객",,,,
458,IBK직장인 햇살론,2000,"600만원~2,000만원",0,,0,,,서민대출,,IBK저축은행,전국,20,99,20세 이상,1,0,4500,0,749,"최근 1년이내 3개월이상 재직중이며 소득증빙이 가능한 만 19세이상 직장인* 단, 현 직장 1개월이상 근로 및 급여수령 필수연소득 4,500만원 이하이면서 개인신용평점이 하위 100분의 20에 해당하는 자* 단, 연소득 3,500만원 이하인 경우 개인신용평점과 무관하게 가능서민금융진흥원 금융교육을 이수한 자(서민금융진흥원 재무진단 평가모형 4등급 이하에 해당하는 자)",,,,
459,IBK자영업자햇살론,0,,0,,0,,,서민대출,,IBK저축은행,전국,0,99,없음,1,0,999999,0,1000,,,,,
